PrdAcctId,CityCd,CusType,MaritalStatus,SexCode,MemberType,KYCYN,Years since opening the account,years for cust,Age,ActTotBalFcy,churn?
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,54.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,31.0,718.5,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,35.0,0.58,0
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,35.0,0.0,0
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,45.0,0.01,0
SB,MUM,1.0,2.0,M ,1.0,N,14.0,14.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,44.0,1632.76,0
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,44.0,2240.99,0
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,50.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,51.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,51.0,1863.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,40.0,1796.99,0
SB,NMM,10.0,2.0,F ,0.0,Y,14.0,14.0,72.0,1881.75,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,37.0,0.0,1
SB,NBO,1.0,1.0,F ,1.0,Y,14.0,14.0,32.0,756.4,0
OD,THN,1.0,2.0,M ,0.0,Y,6.0,14.0,47.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,42.0,367.0,0
SB,MUM,1.0,2.0,F ,0.0,N,14.0,14.0,44.0,0.0,0
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,60.0,0.0,1
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,50.0,0.0,1
SB,MUM,1.0,2.0,M ,2.0,Y,14.0,14.0,55.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,54.0,0.24,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,37.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,33.0,390.0,0
SB,NMM,1.0,2.0,F ,0.0,Y,14.0,14.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,33.0,1715.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,54.0,2323.96,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,48.0,5780.51,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,38.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,51.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,52.0,0.0,1
SB,MUM,10.0,2.0,M ,1.0,Y,14.0,14.0,74.0,18782.52,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,44.0,1624.68,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,14.0,56.0,79282.98,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,41.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,36.0,798.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,30.0,0.0,1
SB,NBO,1.0,2.0,M ,1.0,Y,14.0,14.0,47.0,2261.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,43.0,0.0,1
SB,MUM,1.0,1.0,F ,0.0,Y,14.0,14.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,30.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,50.0,0.0,0
SB,NMM,1.0,2.0,F ,0.0,Y,14.0,14.0,39.0,766.97,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,31.0,12290.82,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,42.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,32.0,0.0,0
SB,MUM,1.0,1.0,F ,0.0,Y,14.0,14.0,33.0,0.47,0
SB,NBO,1.0,2.0,M ,0.0,Y,14.0,14.0,50.0,1238.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,48.0,1934.16,0
SB,MUM,1.0,2.0,M ,0.0,Y,14.0,14.0,39.0,459.93,0
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,13.0,50.0,19047.21,0
SB,MUM,1.0,2.0,F ,0.0,Y,14.0,14.0,40.0,951.78,0
SB,MUM,1.0,2.0,M ,1.0,N,14.0,14.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,48.0,10181.72,0
SB,MUM,1.0,2.0,M ,1.0,Y,14.0,14.0,57.0,1571.62,0
SB,NMM,1.0,2.0,M ,0.0,Y,14.0,14.0,35.0,301385.08,0
SB,MUM,1.0,1.0,M ,0.0,Y,14.0,14.0,32.0,1901.64,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,407.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,39.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,37.0,635.0,0
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,37.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,38.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,43.0,3428.77,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,52.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,43.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,57.0,1181.0,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,52.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,43.0,497.61,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,2338.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,57.0,2254.68,0
SB,MUM,1.0,2.0,F ,1.0,Y,13.0,13.0,52.0,84932.9,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,93240.02,0
SB,MUM,1.0,2.0,M ,2.0,N,13.0,13.0,54.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,71.0,1499.98,0
SB,NMM,1.0,1.0,M ,1.0,Y,13.0,13.0,38.0,1532.43,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,71.0,0.0,1
SB,NBO,1.0,2.0,F ,0.0,Y,13.0,13.0,76.0,59566.05,0
SB,MUM,1.0,2.0,M ,2.0,Y,13.0,13.0,75.0,0.0,0
CA,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,70.0,3601.84,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,33.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,44.0,0.54,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,34.0,345.36,0
SB,MUM,1.0,1.0,M ,1.0,N,13.0,13.0,33.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,68.0,1734.34,0
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,36.0,1368.25,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,2.0,F ,0.0,N,13.0,13.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,1095.02,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,39.0,0.0,1
SB,MUM,1.0,2.0,M ,2.0,N,13.0,13.0,51.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,43.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,79397.8,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,39.0,863.82,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,35.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,49.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,80.0,765.1,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,52.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,48.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,36.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,52.0,5887.56,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,35.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,60.0,515.47,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,35.0,0.0,1
SB,MUM,1.0,2.0,F ,1.0,Y,13.0,13.0,60.0,219415.31,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,42.0,2603.64,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,N,13.0,13.0,46.0,0.0,0
SB,NMM,1.0,2.0,M ,0.0,Y,13.0,13.0,62.0,2943.94,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,52.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,1400.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,30.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,54.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,NBO,1.0,1.0,M ,1.0,Y,13.0,13.0,72.0,2494.4,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,50.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,71.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,43.0,871.74,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,29.0,1607.49,0
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,67.0,1060.47,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,39.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,N,13.0,13.0,53.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,38.0,0.0,1
SB,MUM,10.0,1.0,F ,0.0,Y,13.0,13.0,73.0,1821.46,0
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,37.0,26731.25,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,38.0,995.92,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,56.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,35.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,50.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,28.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,43.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,33.0,17.4,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,43.0,1.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,74.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,31.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,59.0,349.45,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,41.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,32.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,44.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,45.0,1615.84,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,47.0,740.28,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,40.0,6592.06,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,52.0,1174.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,57.0,38222.04,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,50.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,830.0,0
SB,MUM,1.0,2.0,M ,1.0,N,13.0,13.0,44.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,35.0,0.0,1
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,31.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,41.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,57.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,1.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,41.0,365.0,0
SB,MUM,1.0,2.0,M ,1.0,N,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,18.0,39803.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,33.0,4764.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,64.0,0.0,1
SB,NMM,1.0,2.0,M ,0.0,Y,13.0,13.0,58.0,298.02,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,32.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,38.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,57.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,32.0,0.0,1
SB,MUM,1.0,2.0,F ,1.0,N,13.0,13.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,40.0,4835.14,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,71.0,1279.3,0
OD,MUM,1.0,2.0,F ,0.0,Y,12.0,13.0,71.0,0.0,0
SB,NBO,1.0,1.0,M ,0.0,Y,13.0,13.0,43.0,96.06,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,60.0,0.0,0
SB,MUM,10.0,2.0,M ,0.0,Y,13.0,13.0,87.0,0.0,0
SB,MUM,1.0,1.0,F ,1.0,Y,13.0,13.0,34.0,0.0,0
SB,MUM,1.0,1.0,F ,1.0,Y,13.0,13.0,40.0,0.0,0
OD,MUM,1.0,2.0,F ,0.0,Y,6.0,13.0,49.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,38.0,0.0,1
SB,NBO,1.0,2.0,F ,2.0,Y,13.0,13.0,48.0,7948.11,0
SB,NMM,10.0,2.0,M ,0.0,Y,13.0,13.0,62.0,3175.56,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,50.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,44.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,60.0,1004.37,0
SB,MUM,10.0,2.0,F ,0.0,Y,13.0,13.0,67.0,4987.09,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,57.0,2483.85,0
OD,MUM,1.0,2.0,M ,0.0,Y,12.0,13.0,46.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,37.0,6732.86,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,29.0,2377.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,52.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,29.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,56.0,0.0,0
SB,MUM,10.0,2.0,M ,1.0,Y,13.0,13.0,65.0,1467.17,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,32.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,56.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,41.0,0.0,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,N,13.0,13.0,39.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,50.0,0.0,0
SB,MUM,1.0,1.0,F ,0.0,Y,13.0,13.0,52.0,161123.71,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,32.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,11198.77,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,58.0,0.0,1
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,48.0,65610.91,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,34.0,4540.97,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,40.0,557.41,0
SB,MUM,1.0,1.0,M ,0.0,N,13.0,13.0,38.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,1.0,M ,0.0,N,13.0,13.0,35.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,39.0,0.0,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,51.0,0.0,0
SB,NBO,1.0,1.0,M ,1.0,Y,13.0,13.0,37.0,5818.75,0
SB,NBO,1.0,2.0,M ,0.0,Y,13.0,13.0,44.0,62.26,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,50.0,217.9,0
SB,MUM,1.0,2.0,M ,1.0,N,13.0,13.0,46.0,0.0,0
SB,MUM,1.0,1.0,M ,1.0,Y,13.0,13.0,37.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,28.0,1575.15,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,31.0,0.0,1
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,38.0,468.19,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,NMM,1.0,2.0,M ,0.0,Y,13.0,13.0,42.0,152873.81,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,46.0,2763.17,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,35.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,55.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,41.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,52.0,1206.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,58.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,50.0,4181.5,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,31.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,71.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,54.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,60.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,41.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,42.0,0.0,1
SB,MUM,1.0,2.0,F ,1.0,Y,13.0,13.0,46.0,0.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,40.0,67368.11,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,53.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,32.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,57.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,52.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,47.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,48.0,2949.12,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,36.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,45.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,34.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,37.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,52.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,50.0,1612.0,0
SB,NBO,1.0,2.0,M ,1.0,Y,13.0,13.0,54.0,2816.31,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,29.0,0.0,1
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,69.0,7093.5,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,12.0,13.0,45.0,11256.52,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,52.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,36.0,3863.6,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,46.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,58.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,60.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,30.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,51.0,0.0,1
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,39.0,0.0,1
SB,MUM,1.0,1.0,M ,2.0,Y,13.0,13.0,44.0,0.0,0
SB,MUM,1.0,1.0,M ,2.0,Y,12.0,13.0,44.0,11968.87,0
SB,NMM,1.0,2.0,M ,2.0,Y,13.0,7.0,45.0,2987.43,0
SB,MUM,1.0,2.0,F ,0.0,Y,13.0,13.0,46.0,2431.76,0
SB,MUM,1.0,2.0,M ,0.0,N,13.0,13.0,46.0,3622.92,0
SB,MUM,9.0,2.0,M ,0.0,Y,13.0,13.0,17.0,2302.91,0
SB,MUM,1.0,2.0,F ,1.0,Y,13.0,13.0,40.0,11376.01,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,50.0,0.0,0
SB,MUM,1.0,2.0,M ,1.0,Y,13.0,13.0,46.0,8741.0,0
SB,MUM,1.0,2.0,M ,0.0,Y,13.0,13.0,30.0,0.0,1
SB,NBO,1.0,2.0,M ,0.0,Y,13.0,13.0,49.0,1328.15,0
SB,MUM,10.0,2.0,M ,0.0,Y,13.0,13.0,67.0,43741.84,0
SB,MUM,1.0,1.0,M ,0.0,Y,13.0,13.0,36.0,0.0,1
